COD_ESTABELECIMENTO,COD_MCC,NOME_ESTABELECIMENTO,CIDADE_ESTABELECIMENTO,TRANSACAO_COM_CHIP,FREQ_TRANSACAO,MCC_CODE,MCC_DESCRIPTION,NOME_MCC,COD_CATEGORIA
8678168519,5511,EUROVIA VEICULOS LTDA,RECIFE,S,1,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),EUROVIA VEICULOS LTDA CARROS E CAMINHOES (NOVOS / USADOS),1
540436504611013,7512,CAR HIRE-INTERNET 2-EU,35314999610,N,177,7512.0,LOCADORAS DE VEICULOS,CAR HIRE-INTERNET 2-EU LOCADORAS DE VEICULOS,1
9074792953,5533,REVERT CAR,SAO JOAO DE M,S,1,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,REVERT CAR LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,1
540436504968934,7512,CARHIRE,ONLINE TRANSP,N,3,7512.0,LOCADORAS DE VEICULOS,CARHIRE LOCADORAS DE VEICULOS,1
8705136323,5814,LANCH FLOR DA CAR,SAO PAULO,S,1,5814.0,FAST FOOD,LANCH FLOR DA CAR FAST FOOD,1
208198474000000,7534,CAXIAS CAR,DUQUE DE CAXI,S,4,7534.0,BORRACHEIRO,CAXIAS CAR BORRACHEIRO,1
1038913,5511,EUROVIA AUTOMOVEIS E U,SALVADOR,S,4,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),EUROVIA AUTOMOVEIS E U CARROS E CAMINHOES (NOVOS / USADOS),1
112220983,4789,PAG LUIZCARLOSLINSCAR,RIODEJANEIRO,N,2,4789.0,COOPERATIVAS DE TAXI,PAG LUIZCARLOSLINSCAR COOPERATIVAS DE TAXI,1
8547134767,7531,CENTRO AUTO LL CAR,RIO DE JANEIR,S,2,7531.0,RESTAURACAO AUTOMOVEIS,CENTRO AUTO LL CAR RESTAURACAO AUTOMOVEIS,1
171470312000000,5814,CAR WASH DO BOSQUE,RIO DE JANEIR,N,37,5814.0,FAST FOOD,CAR WASH DO BOSQUE FAST FOOD,1
4232350,5811,RENEE AVIGDOR HASKY,RIO DE JANEIR,S,25,5811.0,FORNECEDORES,RENEE AVIGDOR HASKY FORNECEDORES,1
7907625,7512,SOLCAR LDA,LISBOA,S,1,7512.0,LOCADORAS DE VEICULOS,SOLCAR LDA LOCADORAS DE VEICULOS,1
32704488,7531,BARRA CAR,BARRA MANSA,N,1,7531.0,RESTAURACAO AUTOMOVEIS,BARRA CAR RESTAURACAO AUTOMOVEIS,1
8738024900,8099,INSTITUTO DE OLHOS CAR,RIO DE JANEIR,S,1,8099.0,PRONTOS SOCORROS,INSTITUTO DE OLHOS CAR PRONTOS SOCORROS,1
221224222994,7996,SIX FLAGS OVER GEORQPS,AUSTELL,S,1,7996.0,PARQUE DE DIVERSOES / ESPETACULOS CIRCENSES,SIX FLAGS OVER GEORQPS PARQUE DE DIVERSOES / ESPETACULOS CIRCENSES,1
8719595043,7512,PORTO LOCACOES,RECIFE,N,1,7512.0,LOCADORAS DE VEICULOS,PORTO LOCACOES LOCADORAS DE VEICULOS,1
108146719,4789,PAG JOSECARLOSRODRIGU,RIODEJANEIRO,S,3,4789.0,COOPERATIVAS DE TAXI,PAG JOSECARLOSRODRIGU COOPERATIVAS DE TAXI,1
73276225,8999,PAGSEGUROUOL RENDAFLOR,SAOJOAODEMERI,N,13,8999.0,SERVICOS PROFISSIONAIS NAO RELACIONADOS,PAGSEGUROUOL RENDAFLOR SERVICOS PROFISSIONAIS NAO RELACIONADOS,1
1011720504,5511,UNIAO VEICULOS,ARACAJU,N,1,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),UNIAO VEICULOS CARROS E CAMINHOES (NOVOS / USADOS),1
66647134,7011,FIGUEIREDO ALENCAR LTDA,FORTALEZA,N,2,7011.0,"HOTEIS, POUSADAS, ETC","FIGUEIREDO ALENCAR LTDA HOTEIS, POUSADAS, ETC",1
1242899,7512,RUAH LOCADORA,PORTO ALEGRE,N,1,7512.0,LOCADORAS DE VEICULOS,RUAH LOCADORA LOCADORAS DE VEICULOS,1
8496149410,7512,BM AUTOLOCADORA,PORTO ALEGRE,N,1,7512.0,LOCADORAS DE VEICULOS,BM AUTOLOCADORA LOCADORAS DE VEICULOS,1
31878853,7512,GO CAR,PUERTO MONTT,N,1,7512.0,LOCADORAS DE VEICULOS,GO CAR LOCADORAS DE VEICULOS,1
221223976996,7996,SIX FLAGS OVER GEORGIA,AUSTELL,S,1,7996.0,PARQUE DE DIVERSOES / ESPETACULOS CIRCENSES,SIX FLAGS OVER GEORGIA PARQUE DE DIVERSOES / ESPETACULOS CIRCENSES,1
46006,7512,VALMIR LOCADORA,FERNANDO DE N,N,1,7512.0,LOCADORAS DE VEICULOS,VALMIR LOCADORA LOCADORAS DE VEICULOS,1
67779980,5521,LIONS CAR,MESQUITA,S,3,5521.0,AUTOMOVEIS USADOS,LIONS CAR AUTOMOVEIS USADOS,1
ES0260000017517,5814,SA CAR ICE CREAM SL,MARBELLA,N,1,5814.0,FAST FOOD,SA CAR ICE CREAM SL FAST FOOD,1
405045675000000,7299,HELD CAR,SÃƒO PAULO,N,1,7299.0,AGENTES IMOBILIARIOS / CORRETORES,HELD CAR AGENTES IMOBILIARIOS / CORRETORES,1
4445021819235,6513,PAY BW MIAMI VACATION REN,786-520-5000,N,3,6513.0,REAL ESTATE AGENTS,PAY BW MIAMI VACATION REN REAL ESTATE AGENTS,1
1085660394,5541,POSTO MOTOCAR LTDA - E,SAO JOAO DEL,S,10,5541.0,POSTOS DE GASOLINA,POSTO MOTOCAR LTDA - E POSTOS DE GASOLINA,1
322133638,4812,MOVITEL ARENAS BARCELONA,BARCELONA,S,1,4812.0,EQUIPAMENTOS DE TELECOM / INCLUINDO VENDA DE TELEFONE,MOVITEL ARENAS BARCELONA EQUIPAMENTOS DE TELECOM / INCLUINDO VENDA DE TELEFONE,1
4103999272,5732,INMOTION / AIRPORT ATL 03,ATLANTA,S,3,5732.0,APARELHOS DE SOM / TELEVISORES / ELETRODOMESTICOS,INMOTION / AIRPORT ATL 03 APARELHOS DE SOM / TELEVISORES / ELETRODOMESTICOS,1
360311400005,5691,FIFTY FIFTY,ROMA,N,1,5691.0,ROUPAS MASCULINAS E FEMININAS,FIFTY FIFTY ROUPAS MASCULINAS E FEMININAS,1
828781,7512,SULA SULA LOCADORA LTD,FERNANDO DE N,S,17,7512.0,LOCADORAS DE VEICULOS,SULA SULA LOCADORA LTD LOCADORAS DE VEICULOS,1
1044157620,7276,ASSIST CAR,RIO DE JANEIR,S,11,7276.0,SERVICO DE PREPARACAO DE TAXAS E TRIBUTOS,ASSIST CAR SERVICO DE PREPARACAO DE TAXAS E TRIBUTOS,1
4257714,5521,CAR PREMIUM,RIO DE JANEIR,S,2,5521.0,AUTOMOVEIS USADOS,CAR PREMIUM AUTOMOVEIS USADOS,1
9915166300,5611,RENVER CLASSIC,NOVA FRIBURGO,S,1,5611.0,LOJAS DE ROUPAS MASCULINAS,RENVER CLASSIC LOJAS DE ROUPAS MASCULINAS,1
1014722419,5691,PORTA AVIAO,LAURO DE FREI,S,6,5691.0,ROUPAS MASCULINAS E FEMININAS,PORTA AVIAO ROUPAS MASCULINAS E FEMININAS,1
4347749,5521,PIT CAR,SALTO DE PIRA,S,1,5521.0,AUTOMOVEIS USADOS,PIT CAR AUTOMOVEIS USADOS,1
25376357,7512,RENCAR,FLORIANOPOLIS,S,1,7512.0,LOCADORAS DE VEICULOS,RENCAR LOCADORAS DE VEICULOS,1
1077517049,4121,ARTHUR LOURENCO DE CAR,SAO PAULO,S,2,4121.0,TAXI / LIMOUSINES,ARTHUR LOURENCO DE CAR TAXI / LIMOUSINES,1
8711058297,7512,TUMI LOCADORA,SAO PAULO,N,2,7512.0,LOCADORAS DE VEICULOS,TUMI LOCADORA LOCADORAS DE VEICULOS,1
612568801641790,7011,RED CARPET INN,TONAWANDA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","RED CARPET INN HOTEIS, POUSADAS, ETC",1
768169670000000,7538,CAR REVOLUTION,RIO DE JANEIR,N,1,7538.0,OFICINAS,CAR REVOLUTION OFICINAS,1
8880983,7512,CAR MOTION,PALERMO,S,2,7512.0,LOCADORAS DE VEICULOS,CAR MOTION LOCADORAS DE VEICULOS,1
1102234610,7538,POTENTECAR AUTO POSTO,OSASCO,S,1,7538.0,OFICINAS,POTENTECAR AUTO POSTO OFICINAS,1
8892105,7512,LOCADORA GUANABARA,RIO GRANDE,N,1,7512.0,LOCADORAS DE VEICULOS,LOCADORA GUANABARA LOCADORAS DE VEICULOS,1
1080127971,7512,DODO CONTRACT CARS LTD,QUATRE BORNES,S,1,7512.0,LOCADORAS DE VEICULOS,DODO CONTRACT CARS LTD LOCADORAS DE VEICULOS,1
9390196484,7512,NATION CAR RENTAL AIRPORT,CURACAO,N,7,7512.0,LOCADORAS DE VEICULOS,NATION CAR RENTAL AIRPORT LOCADORAS DE VEICULOS,1
4139480,5521,REAL CENTER CAR,PRAIA GRANDE,S,2,5521.0,AUTOMOVEIS USADOS,REAL CENTER CAR AUTOMOVEIS USADOS,1
56519788,8111,ASSIST CAR,RIO DE JANEIR,S,22,8111.0,SERVICOS LEGAIS,ASSIST CAR SERVICOS LEGAIS,1
360311400001,5691,FIFTY FIFTY,ROMA,N,1,5691.0,ROUPAS MASCULINAS E FEMININAS,FIFTY FIFTY ROUPAS MASCULINAS E FEMININAS,1
17005558771001,5511,CARBEL JAPAO BARAO,BELO HORIZONT,N,1,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),CARBEL JAPAO BARAO CARROS E CAMINHOES (NOVOS / USADOS),1
8713039097,4121,EDISON GARCIA CAR,BELO HORIZONT,S,17,4121.0,TAXI / LIMOUSINES,EDISON GARCIA CAR TAXI / LIMOUSINES,1
1489135,5511,FLORENCE VEICULOS,FLORIANOPOLIS,N,1,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),FLORENCE VEICULOS CARROS E CAMINHOES (NOVOS / USADOS),1
8730581154,5521,CAR PREMIUM,RIO DE JANEIR,S,1,5521.0,AUTOMOVEIS USADOS,CAR PREMIUM AUTOMOVEIS USADOS,1
725690,5511,CAR HOUSE,PORTO ALEGRE,S,2,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),CAR HOUSE CARROS E CAMINHOES (NOVOS / USADOS),1
142454907000000,5211,CAR LAJE,ARARUAMA,S,2,5211.0,LOJAS DE MATERIAL DE CONSTRUCAO,CAR LAJE LOJAS DE MATERIAL DE CONSTRUCAO,1
22294171,7512,LOCADORA PISTAO,SAO LUIS,S,1,7512.0,LOCADORAS DE VEICULOS,LOCADORA PISTAO LOCADORAS DE VEICULOS,1
75439859,7523,CAR PARK,SAO PAULO,N,1,7523.0,ESTACIONAMENTO DE AUTOMOVEIS,CAR PARK ESTACIONAMENTO DE AUTOMOVEIS,1
4219243,5422,ENTREGALO FRANGO E CAR,RIO DE JANEIR,N,38,5422.0,COMIDAS CONGELADAS,ENTREGALO FRANGO E CAR COMIDAS CONGELADAS,1
24184322,5532,PECHINCHA CAR,RIO DE JANEIR,N,1,5532.0,LOJA DE PNEUS,PECHINCHA CAR LOJA DE PNEUS,1
1009302350,5511,SINOSCAR 714,PORTO ALEGRE,N,2,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),SINOSCAR 714 CARROS E CAMINHOES (NOVOS / USADOS),1
1022886123,5013,OPEL CAR,UBERLANDIA,S,1,5013.0,PECAS E SERVICOS PARA VEICULOS,OPEL CAR PECAS E SERVICOS PARA VEICULOS,1
8100090778,7512,AVANT CAR ZL ZAGREB,ZAGREB,N,2,7512.0,LOCADORAS DE VEICULOS,AVANT CAR ZL ZAGREB LOCADORAS DE VEICULOS,1
64047518,4789,GVB VOERTUIG B1420,AMSTERDAM,S,1,4789.0,COOPERATIVAS DE TAXI,GVB VOERTUIG B1420 COOPERATIVAS DE TAXI,1
19743897,7538,ATELIE DO AUTOMOVEL,RIO DE JANEIR,N,9,7538.0,OFICINAS,ATELIE DO AUTOMOVEL OFICINAS,1
1102234610,7538,POTENTECAR AUTO POSTO,OSASCO,N,2,7538.0,OFICINAS,POTENTECAR AUTO POSTO OFICINAS,1
1039589100,5271,ALCIDINO COELHO DE CAR,RIO DE JANEIR,S,4,5271.0,VENDEDORES AMBULANTES,ALCIDINO COELHO DE CAR VENDEDORES AMBULANTES,1
1011015452,5813,20 BUSCAR BAR,GOIANIA,S,2,5813.0,"BARES, LANCHONETES, BOATES, CLUBES NOTURNOS","20 BUSCAR BAR BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",1
1047043723,5399,SUAVE CAR,SAO PAULO,S,1,5399.0,MERCADORIAS E SERVICOS EM GERAL NA,SUAVE CAR MERCADORIAS E SERVICOS EM GERAL NA,1
8712327626,7512,YORK LOCADORA,ARARUAMA,S,1,7512.0,LOCADORAS DE VEICULOS,YORK LOCADORA LOCADORAS DE VEICULOS,1
372093174889,5814,SIX FLAGS DISCOVERY KI,VALLEJO,N,1,5814.0,FAST FOOD,SIX FLAGS DISCOVERY KI FAST FOOD,1
982023656886,7512,ADVANTAGE CAR # 440201,DALLAS,N,2,7512.0,LOCADORAS DE VEICULOS,ADVANTAGE CAR # 440201 LOCADORAS DE VEICULOS,1
171686510000000,5521,MAI CAR,RIO DE JANEIR,N,1,5521.0,AUTOMOVEIS USADOS,MAI CAR AUTOMOVEIS USADOS,1
9082752031,7512,IGUFOZ LOCADORA,FOZ DO IGUACU,N,1,7512.0,LOCADORAS DE VEICULOS,IGUFOZ LOCADORA LOCADORAS DE VEICULOS,1
46643249,7512,RENACENSE,NATAL,N,1,7512.0,LOCADORAS DE VEICULOS,RENACENSE LOCADORAS DE VEICULOS,1
1026196466,5661,CKU OSCAR FREIRE,SAO PAULO,S,17,5661.0,LOJAS DE SAPATOS,CKU OSCAR FREIRE LOJAS DE SAPATOS,1
40813770,5812,RENARDO COMERCIO DE AL,CAMPO GRANDE,S,9,5812.0,RESTAURANTES,RENARDO COMERCIO DE AL RESTAURANTES,1
12853763,7011,AUTO CAR,NOVA IGUACU,N,5,7011.0,"HOTEIS, POUSADAS, ETC","AUTO CAR HOTEIS, POUSADAS, ETC",1
9910313527,7512,W P VEICULOS,SANTAREM,S,1,7512.0,LOCADORAS DE VEICULOS,W P VEICULOS LOCADORAS DE VEICULOS,1
1062034888,7011,JAQUELINE LOPES DE CAR,JIJOCA DE JER,N,1,7011.0,"HOTEIS, POUSADAS, ETC","JAQUELINE LOPES DE CAR HOTEIS, POUSADAS, ETC",1
1045423790,7512,D SIMAO LOCADORA,FORTALEZA,S,3,7512.0,LOCADORAS DE VEICULOS,D SIMAO LOCADORA LOCADORAS DE VEICULOS,1
44134231,7512,NOVACAR ALUG DE VEICUL,RIO DE JANEIR,N,2,7512.0,LOCADORAS DE VEICULOS,NOVACAR ALUG DE VEICUL LOCADORAS DE VEICULOS,1
9907642,7512,PROCAR EHF,REYKJAVIK,N,1,7512.0,LOCADORAS DE VEICULOS,PROCAR EHF LOCADORAS DE VEICULOS,1
4101721363,6531,INMOTION/AIRPORTATL-A3 00,0,S,3,6531.0,FORNECEDOR DE SERVIÃ‡OS DE PAGAMENTO,INMOTION/AIRPORTATL-A3 00 FORNECEDOR DE SERVIÃ‡OS DE PAGAMENTO,1
11326535,7512,SICILCAR AUTONOLEGGIO,MESSINA,N,1,7512.0,LOCADORAS DE VEICULOS,SICILCAR AUTONOLEGGIO LOCADORAS DE VEICULOS,1
100339550,4722,CAR AIRPORTRENTALS COM,AUCKLAND,N,14,4722.0,OPERADORES / AGENCIAS DE VIAGEM,CAR AIRPORTRENTALS COM OPERADORES / AGENCIAS DE VIAGEM,1
9405409699,5944,SIX-STORE WIEN II SIX-STO,WIEN,S,1,5944.0,JOALHERIAS E RELOJOARIAS,SIX-STORE WIEN II SIX-STO JOALHERIAS E RELOJOARIAS,1
60301775,5533,RR SERVICE CAR,RIO DE JANEIR,N,9,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,RR SERVICE CAR LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,1
1089054561,7512,BLUE LOCADORA,FLORIANOPOLIS,S,2,7512.0,LOCADORAS DE VEICULOS,BLUE LOCADORA LOCADORAS DE VEICULOS,1
9918245523,7512,PREVICAR,CURITIBA,N,1,7512.0,LOCADORAS DE VEICULOS,PREVICAR LOCADORAS DE VEICULOS,1
9560464745,7512,GOLDCAR SVT,SEVILLA ESTAC,N,1,7512.0,LOCADORAS DE VEICULOS,GOLDCAR SVT LOCADORAS DE VEICULOS,1
4261619,7523,PARK WASH CAR,SAO PAULO,S,4,7523.0,ESTACIONAMENTO DE AUTOMOVEIS,PARK WASH CAR ESTACIONAMENTO DE AUTOMOVEIS,1
28306023,5541,REDE CLEAN CAR,SANTOS,S,2,5541.0,POSTOS DE GASOLINA,REDE CLEAN CAR POSTOS DE GASOLINA,1
982023656886,7512,ADVANTAGE CAR # 440201,DALLAS,S,2,7512.0,LOCADORAS DE VEICULOS,ADVANTAGE CAR # 440201 LOCADORAS DE VEICULOS,1
19097641,5661,RENATA C R BARBOSA ME,JAU,S,1,5661.0,LOJAS DE SAPATOS,RENATA C R BARBOSA ME LOJAS DE SAPATOS,1
8712506435,7394,SERLUVI LOCACOES,VALENCA,S,1,7394.0,ALUGUEL DE EQUIPAMENTOS,SERLUVI LOCACOES ALUGUEL DE EQUIPAMENTOS,1
8730255312,7512,CAR SHOW PARATY,RIO DE JANEIR,S,2,7512.0,LOCADORAS DE VEICULOS,CAR SHOW PARATY LOCADORAS DE VEICULOS,1
16018397,7512,LOCACITY,PORTO SEGURO,S,1,7512.0,LOCADORAS DE VEICULOS,LOCACITY LOCADORAS DE VEICULOS,1
76342824,7512,LOKTOUR LOCADORA VEICUL,SALVADOR,S,1,7512.0,LOCADORAS DE VEICULOS,LOKTOUR LOCADORA VEICUL LOCADORAS DE VEICULOS,1
20294880,5691,RENEE,PLAKA ATHINA,N,2,5691.0,ROUPAS MASCULINAS E FEMININAS,RENEE ROUPAS MASCULINAS E FEMININAS,1
8496158122,7512,LUPA LOCADORA DE CARRO,SALVADOR,S,1,7512.0,LOCADORAS DE VEICULOS,LUPA LOCADORA DE CARRO LOCADORAS DE VEICULOS,1
1010408027,7512,BR 22 AUTO LOCADORA,BRASILIA,S,2,7512.0,LOCADORAS DE VEICULOS,BR 22 AUTO LOCADORA LOCADORAS DE VEICULOS,1
1097595452,7531,MARCELLUS CAR I M L,ITAGUAI,S,3,7531.0,RESTAURACAO AUTOMOVEIS,MARCELLUS CAR I M L RESTAURACAO AUTOMOVEIS,1
26389742,5995,QUASE TUDO LOCACOES,VITORIA,S,1,5995.0,ANIMAIS / COMIDAS E SUPRIMENTOS,QUASE TUDO LOCACOES ANIMAIS / COMIDAS E SUPRIMENTOS,1
906635,5533,SERTA CAR,RIO DE JANEIR,N,15,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,SERTA CAR LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,1
8670572890,7512,EXPRESS LOCADORA DE VEICU,BONITO,S,1,7512.0,LOCADORAS DE VEICULOS,EXPRESS LOCADORA DE VEICU LOCADORAS DE VEICULOS,1
8673113445,7512,NEXCAR LOCADORA DE VEICUL,RIO DE JANEIR,S,2,7512.0,LOCADORAS DE VEICULOS,NEXCAR LOCADORA DE VEICUL LOCADORAS DE VEICULOS,1
421167096880,5734,INMOTION / AIRPORT ATL,ATLANTA,S,9,5734.0,LOJAS DE INFORMATICA,INMOTION / AIRPORT ATL LOJAS DE INFORMATICA,1
9569042195,8249,IEBS CARRER ENTENZA,BARCELONA,N,9,8249.0,VOCACIONAL,IEBS CARRER ENTENZA VOCACIONAL,1
12005621066027,5511,ONIX CAR,RIO DE JANEIR,S,2,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),ONIX CAR CARROS E CAMINHOES (NOVOS / USADOS),1
8670499177,7011,A L ALENCAR ME,ITACARE,S,7,7011.0,"HOTEIS, POUSADAS, ETC","A L ALENCAR ME HOTEIS, POUSADAS, ETC",1
44738,5511,BELCAR VEICULOS,GOIANIA,S,1,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),BELCAR VEICULOS CARROS E CAMINHOES (NOVOS / USADOS),1
9917645095,5411,PAO DE ACUCAR LJ 1724,RIBEIRAO PRET,S,3,5411.0,SUPERMERCADOS,PAO DE ACUCAR LJ 1724 SUPERMERCADOS,1
4562654407,7538,L J R VEICULOS,RIO DE JANEIR,S,1,7538.0,OFICINAS,L J R VEICULOS OFICINAS,1
213408436000000,7394,IDEALE LOCACOES,SAO BERNARDO,S,2,7394.0,ALUGUEL DE EQUIPAMENTOS,IDEALE LOCACOES ALUGUEL DE EQUIPAMENTOS,1
12005582161027,5511,ACQIO ROGER CAR,RIO DE JANEIR,N,3,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),ACQIO ROGER CAR CARROS E CAMINHOES (NOVOS / USADOS),1
1045006316,7512,VHFZP LOCADORA,CURITIBA,N,6,7512.0,LOCADORAS DE VEICULOS,VHFZP LOCADORA LOCADORAS DE VEICULOS,1
29584396,7997,ACAO E MOVIMENTO,RIO DE JANEIR,S,2,7997.0,CLUBES / ATLETISMO - SOCIOS,ACAO E MOVIMENTO CLUBES / ATLETISMO - SOCIOS,1
1700701,7512,GOLDEN LOCADORA TURISM,BRASILIA,N,1,7512.0,LOCADORAS DE VEICULOS,GOLDEN LOCADORA TURISM LOCADORAS DE VEICULOS,1
4414535,7512,S M LOCADORA,SAO JOAO DE M,N,1,7512.0,LOCADORAS DE VEICULOS,S M LOCADORA LOCADORAS DE VEICULOS,1
31895502,5411,MERCAR,SANTIAGO,S,1,5411.0,SUPERMERCADOS,MERCAR SUPERMERCADOS,1
4142921,7512,JR LOCADORA,IPOJUCA,N,1,7512.0,LOCADORAS DE VEICULOS,JR LOCADORA LOCADORAS DE VEICULOS,1
8627704604,5411,PAO DE ACUCAR 1697 COS,SALVADOR,S,6,5411.0,SUPERMERCADOS,PAO DE ACUCAR 1697 COS SUPERMERCADOS,1
1029597224,7512,TARALLO LOCADORA,ARACATUBA,N,1,7512.0,LOCADORAS DE VEICULOS,TARALLO LOCADORA LOCADORAS DE VEICULOS,1
8224315,5411,PAO DE ACUCAR LJ 2329,PIRACICABA,N,52,5411.0,SUPERMERCADOS,PAO DE ACUCAR LJ 2329 SUPERMERCADOS,1
1072499301,5511,CLASSE CAR,SAO GONCALO,N,1,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),CLASSE CAR CARROS E CAMINHOES (NOVOS / USADOS),1
1104988558,5511,MUSQUITO COM DE VEICUL,RIO DE JANEIR,S,1,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),MUSQUITO COM DE VEICUL CARROS E CAMINHOES (NOVOS / USADOS),1
1023043197,5533,SHOPING CAR,MANAUS,N,1,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,SHOPING CAR LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,1
68449224,7512,AUTO LOCADORA GUANABARA,PELOTAS,N,1,7512.0,LOCADORAS DE VEICULOS,AUTO LOCADORA GUANABARA LOCADORAS DE VEICULOS,1
9918885690,7512,PISA LOCAD DE VEICULOS,CAXIAS DO SUL,S,1,7512.0,LOCADORAS DE VEICULOS,PISA LOCAD DE VEICULOS LOCADORAS DE VEICULOS,1
15971279,7512,JR LOCADORA,PETROLINA,N,1,7512.0,LOCADORAS DE VEICULOS,JR LOCADORA LOCADORAS DE VEICULOS,1
44134231,7512,NOVACAR ALUG DE VEICUL,RIO DE JANEIR,S,1,7512.0,LOCADORAS DE VEICULOS,NOVACAR ALUG DE VEICUL LOCADORAS DE VEICULOS,1
828781,7512,SULA SULA LOCADORA LTD,FERNANDO DE N,N,16,7512.0,LOCADORAS DE VEICULOS,SULA SULA LOCADORA LTD LOCADORAS DE VEICULOS,1
5099064,5541,AUTO POSTO STOP CAR,SANTOS,N,2,5541.0,POSTOS DE GASOLINA,AUTO POSTO STOP CAR POSTOS DE GASOLINA,1
1009882748,7512,PARALOCAR,BELEM,S,1,7512.0,LOCADORAS DE VEICULOS,PARALOCAR LOCADORAS DE VEICULOS,1
1062718868,4812,CARLOS HUMBERTO DE CAR,UBERABA,S,2,4812.0,EQUIPAMENTOS DE TELECOM / INCLUINDO VENDA DE TELEFONE,CARLOS HUMBERTO DE CAR EQUIPAMENTOS DE TELECOM / INCLUINDO VENDA DE TELEFONE,1
1014033699,7512,EUROCAR,JOAO PESSOA,N,8,7512.0,LOCADORAS DE VEICULOS,EUROCAR LOCADORAS DE VEICULOS,1
322594235,7512,GOLDCAR AEROPUERTO MALAGA,MALAGA,N,3,7512.0,LOCADORAS DE VEICULOS,GOLDCAR AEROPUERTO MALAGA LOCADORAS DE VEICULOS,1
1063867085,5411,LUCIANO BARBOSA DE CAR,RESSAQUINHA,S,2,5411.0,SUPERMERCADOS,LUCIANO BARBOSA DE CAR SUPERMERCADOS,1
31979335,7523,CAR PARK,SAO PAULO,N,1,7523.0,ESTACIONAMENTO DE AUTOMOVEIS,CAR PARK ESTACIONAMENTO DE AUTOMOVEIS,1
8533964938,8999,WAGNER BERNARDO DO CAR,RIO DE JANEIR,S,2,8999.0,SERVICOS PROFISSIONAIS NAO RELACIONADOS,WAGNER BERNARDO DO CAR SERVICOS PROFISSIONAIS NAO RELACIONADOS,1
31484310,7512,LLX VEICULOS LTDA,SALVADOR,S,5,7512.0,LOCADORAS DE VEICULOS,LLX VEICULOS LTDA LOCADORAS DE VEICULOS,1
1047113624,7512,MISTER CAR,PORTO ALEGRE,N,1,7512.0,LOCADORAS DE VEICULOS,MISTER CAR LOCADORAS DE VEICULOS,1
1007515101,7512,PRIMEIRA LOCADORA,JOAO PESSOA,N,1,7512.0,LOCADORAS DE VEICULOS,PRIMEIRA LOCADORA LOCADORAS DE VEICULOS,1
9350282373,5944,WATCH MY WATCH WATCH MY W,CANCUN,S,1,5944.0,JOALHERIAS E RELOJOARIAS,WATCH MY WATCH WATCH MY W JOALHERIAS E RELOJOARIAS,1
32205180,7296,RENOV A RIGOR,PELOTAS,S,1,7296.0,ALUGUEL DE ROUPAS,RENOV A RIGOR ALUGUEL DE ROUPAS,1
1065076360,5211,SERLUVI LOCACOES,VALENCA,N,3,5211.0,LOJAS DE MATERIAL DE CONSTRUCAO,SERLUVI LOCACOES LOJAS DE MATERIAL DE CONSTRUCAO,1
1094996235,5422,ENTREGALO FRANGO E CAR,RIO DE JANEIR,N,3,5422.0,COMIDAS CONGELADAS,ENTREGALO FRANGO E CAR COMIDAS CONGELADAS,1
372575431880,4121,OZ &OZ TOWN CAR CORP,3479240045,N,1,4121.0,TAXI / LIMOUSINES,OZ &OZ TOWN CAR CORP TAXI / LIMOUSINES,1
1072873866,7538,L J R VEICULOS,RIO DE JANEIR,S,4,7538.0,OFICINAS,L J R VEICULOS OFICINAS,1
1036720885,7512,LITORAL LOCADORA,FLORIANOPOLIS,N,10,7512.0,LOCADORAS DE VEICULOS,LITORAL LOCADORA LOCADORAS DE VEICULOS,1
1082689596,5499,RENATA INVENZIONI 3687,RIO DE JANEIR,S,16,5499.0,ACOUGUE MERC FRUTOS DO MAR ALIM VA,RENATA INVENZIONI 3687 ACOUGUE MERC FRUTOS DO MAR ALIM VA,1
10023232,7512,PONTUAL AUTOLOCADORA,PORTO ALEGRE,N,3,7512.0,LOCADORAS DE VEICULOS,PONTUAL AUTOLOCADORA LOCADORAS DE VEICULOS,1
