COD_ESTABELECIMENTO,COD_MCC,NOME_ESTABELECIMENTO,CIDADE_ESTABELECIMENTO,TRANSACAO_COM_CHIP,FREQ_TRANSACAO,MCC_CODE,MCC_DESCRIPTION,NOME_MCC,COD_CATEGORIA,CATEGORIA
30281881,7512,UNIDAS RENT A CAR,FORTALEZA,N,7,7512.0,LOCADORAS DE VEICULOS,UNIDAS RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
9508371135,7512,AVIS AUTOVERMIETUNG,ASCHAFFENBURG,N,1,7512.0,LOCADORAS DE VEICULOS,AVIS AUTOVERMIETUNG LOCADORAS DE VEICULOS,1,Locação de Veiculos
1042725320,5813,RENTE,RIO DE JANEIR,N,52,5813.0,"BARES, LANCHONETES, BOATES, CLUBES NOTURNOS","RENTE BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",1,Locação de Veiculos
9513962613,7512,PAPADAKIS G AND CO,ELOUNTA,S,1,7512.0,LOCADORAS DE VEICULOS,PAPADAKIS G AND CO LOCADORAS DE VEICULOS,1,Locação de Veiculos
101000141381,7512,GRAMADO E CANELA LOCACOES,GRAMADO,S,22,7512.0,LOCADORAS DE VEICULOS,GRAMADO E CANELA LOCACOES LOCADORAS DE VEICULOS,1,Locação de Veiculos
1050435050,7512,MOVIDA RENT CAR,RIBEIRAO PRET,S,1,7512.0,LOCADORAS DE VEICULOS,MOVIDA RENT CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
3000301862194,3381,EUROPCAR AUTOVERHUUR,AMSTERDAM,N,3,3381.0,EUROP CAR,EUROPCAR AUTOVERHUUR EUROP CAR,1,Locação de Veiculos
4451608160,7512,ALAMO CAR RENTAL,SANDSTON,N,3,7512.0,LOCADORAS DE VEICULOS,ALAMO CAR RENTAL LOCADORAS DE VEICULOS,1,Locação de Veiculos
1351538,7512,L L LOCACOES DE VEICUL,GUARACIABA DO,S,5,7512.0,LOCADORAS DE VEICULOS,L L LOCACOES DE VEICUL LOCADORAS DE VEICULOS,1,Locação de Veiculos
8902736,5542,SHELL BERCHEM CAR 2 LU057,BERCHEM,N,1,5542.0,MAQUINA AUTOMATICA DE COMBUSTIVEL,SHELL BERCHEM CAR 2 LU057 MAQUINA AUTOMATICA DE COMBUSTIVEL,1,Locação de Veiculos
9763953296,7512,"AVIS RENT A CAR,DUBAI AIR",DUBAI,N,1,7512.0,LOCADORAS DE VEICULOS,"AVIS RENT A CAR,DUBAI AIR LOCADORAS DE VEICULOS",1,Locação de Veiculos
4128990,7512,VCRE LOCALIZA,VOLTA REDONDA,S,1,7512.0,LOCADORAS DE VEICULOS,VCRE LOCALIZA LOCADORAS DE VEICULOS,1,Locação de Veiculos
48293504,7512,UNIDAS RENT A CAR,DUQUE DE CAXI,S,10,7512.0,LOCADORAS DE VEICULOS,UNIDAS RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
9903902906,7512,TRANFER EXPRESS,ARPT EZEIZA,N,33,7512.0,LOCADORAS DE VEICULOS,TRANFER EXPRESS LOCADORAS DE VEICULOS,1,Locação de Veiculos
100995385,3381,EUROPCAR SPAIN,MADRID,N,9,3381.0,EUROP CAR,EUROPCAR SPAIN EUROP CAR,1,Locação de Veiculos
9624228847,5969,AUTONOLEGGIO WIN RENT,FIUMICINO,N,1,5969.0,OUTROS ECS DE TELEMARKETING,AUTONOLEGGIO WIN RENT OUTROS ECS DE TELEMARKETING,1,Locação de Veiculos
9553905944,7512,VIEGUINI LDA,PORTO,S,1,7512.0,LOCADORAS DE VEICULOS,VIEGUINI LDA LOCADORAS DE VEICULOS,1,Locação de Veiculos
1055655236,7512,AGENCIA CENTRO BRUSQUE,BRUSQUE,S,1,7512.0,LOCADORAS DE VEICULOS,AGENCIA CENTRO BRUSQUE LOCADORAS DE VEICULOS,1,Locação de Veiculos
1001321674,5532,BOSH CAR SERVICE,OSASCO,S,1,5532.0,LOJA DE PNEUS,BOSH CAR SERVICE LOJA DE PNEUS,1,Locação de Veiculos
8720158294,7512,LOCALIZA RENT A CAR,JUNDIAI,S,4,7512.0,LOCADORAS DE VEICULOS,LOCALIZA RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
2812088,3357,HERTZ RENT A CAR,CAPETOWN,N,51,3357.0,HERTZ RENT A CAR,HERTZ RENT A CAR HERTZ RENT A CAR,1,Locação de Veiculos
1014138237,5300,UNIDASUL FL14,CANOAS,N,2,5300.0,ATACADISTA,UNIDASUL FL14 ATACADISTA,1,Locação de Veiculos
1062380069,8111,ALAGOAS CARTORIO,RIO LARGO,S,10,8111.0,SERVICOS LEGAIS,ALAGOAS CARTORIO SERVICOS LEGAIS,1,Locação de Veiculos
182893669000000,5533,JC CAR AUTO CENTER,BELFORD ROXO,N,2,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,JC CAR AUTO CENTER LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,1,Locação de Veiculos
9919100354,7512,UNIDAS,RECIFE,S,15,7512.0,LOCADORAS DE VEICULOS,UNIDAS LOCADORAS DE VEICULOS,1,Locação de Veiculos
597986701285449,7394,BOSTON AP CART RENTAL,BOSTON,N,26,7394.0,ALUGUEL DE EQUIPAMENTOS,BOSTON AP CART RENTAL ALUGUEL DE EQUIPAMENTOS,1,Locação de Veiculos
27253180,7512,JUST RENT A CAR,SANTIAGO,S,4,7512.0,LOCADORAS DE VEICULOS,JUST RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
4001881,3405,ENTERPRISE RENT-A-C,DUBLIN,N,2,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE RENT-A-C ENTERPRISE RENT-A-CAR,1,Locação de Veiculos
19667124,7512,LOCALIZA,CAMPINAS,N,3,7512.0,LOCADORAS DE VEICULOS,LOCALIZA LOCADORAS DE VEICULOS,1,Locação de Veiculos
831643,5511,PLANET CAR RIO,RIO DE JANEIR,N,1,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),PLANET CAR RIO CARROS E CAMINHOES (NOVOS / USADOS),1,Locação de Veiculos
9087247979,7512,LOCAUTO LOCACAO DE VEI,RIO DE JANEIR,S,1,7512.0,LOCADORAS DE VEICULOS,LOCAUTO LOCACAO DE VEI LOCADORAS DE VEICULOS,1,Locação de Veiculos
9351881231,7512,FOX RENT A CAR CANCUN I,BENITO JUAREZ,N,1,7512.0,LOCADORAS DE VEICULOS,FOX RENT A CAR CANCUN I LOCADORAS DE VEICULOS,1,Locação de Veiculos
5043619295,7512,FOX RENT A CAR SAN DIEGO,SAN DIEGO,N,2,7512.0,LOCADORAS DE VEICULOS,FOX RENT A CAR SAN DIEGO LOCADORAS DE VEICULOS,1,Locação de Veiculos
182125468000000,7531,EUROCAR SOL AUTOMOT,BALNEÃRIO CAM,N,1,7531.0,RESTAURACAO AUTOMOVEIS,EUROCAR SOL AUTOMOT RESTAURACAO AUTOMOVEIS,1,Locação de Veiculos
9423601483,7512,VEHICLE SAVE (UK) LTD,EXETER,S,1,7512.0,LOCADORAS DE VEICULOS,VEHICLE SAVE (UK) LTD LOCADORAS DE VEICULOS,1,Locação de Veiculos
193940712000000,7542,ECO WATER CAR,RIO DE JANEIR,S,15,7542.0,LAVA RAPIDO,ECO WATER CAR LAVA RAPIDO,1,Locação de Veiculos
9492861786,5813,BERT S,BERTRAND GOUR,S,1,5813.0,"BARES, LANCHONETES, BOATES, CLUBES NOTURNOS","BERT S BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",1,Locação de Veiculos
1020517767,7512,INTERLOCAL SERVICOS LT,RORAIMA,S,3,7512.0,LOCADORAS DE VEICULOS,INTERLOCAL SERVICOS LT LOCADORAS DE VEICULOS,1,Locação de Veiculos
9553904269,7512,GUERIN,VILA FRANCA D,N,2,7512.0,LOCADORAS DE VEICULOS,GUERIN LOCADORAS DE VEICULOS,1,Locação de Veiculos
8711803734,5422,CASA NATHALIA CAR,BELFORD ROXO,S,11,5422.0,COMIDAS CONGELADAS,CASA NATHALIA CAR COMIDAS CONGELADAS,1,Locação de Veiculos
1018200433,7512,REFERENCIA LOC DE VEIC,GOIANIA,S,1,7512.0,LOCADORAS DE VEICULOS,REFERENCIA LOC DE VEIC LOCADORAS DE VEICULOS,1,Locação de Veiculos
1460162,4121,PA LOCADORA DE VEICULO,SAO PAULO,N,1,4121.0,TAXI / LIMOUSINES,PA LOCADORA DE VEICULO TAXI / LIMOUSINES,1,Locação de Veiculos
182893669000000,5533,JC CAR AUTO CENTER,BELFORD ROXO,S,4,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,JC CAR AUTO CENTER LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,1,Locação de Veiculos
63235110,7512,UNIDAS LOCADORA DE VEIC,JUNDIAI,N,1,7512.0,LOCADORAS DE VEICULOS,UNIDAS LOCADORA DE VEIC LOCADORAS DE VEICULOS,1,Locação de Veiculos
7227140,4789,ULTRAMAR PLAYA DEL CAR,PLAYA DEL CAR,S,5,4789.0,COOPERATIVAS DE TAXI,ULTRAMAR PLAYA DEL CAR COOPERATIVAS DE TAXI,1,Locação de Veiculos
1051864469,5691,SIXGIRL,JUIZ DE FORA,N,1,5691.0,ROUPAS MASCULINAS E FEMININAS,SIXGIRL ROUPAS MASCULINAS E FEMININAS,1,Locação de Veiculos
9062900097,7512,UNIDAS,SAO PAULO,S,1,7512.0,LOCADORAS DE VEICULOS,UNIDAS LOCADORAS DE VEICULOS,1,Locação de Veiculos
60104529510000,3387,ALAMO RENT-A-CAR,SAN FRANCISCO,N,1,3387.0,ALAMO RENT A CAR,ALAMO RENT-A-CAR ALAMO RENT A CAR,1,Locação de Veiculos
372398597883,7512,U-SAVE,MIAMI,N,9,7512.0,LOCADORAS DE VEICULOS,U-SAVE LOCADORAS DE VEICULOS,1,Locação de Veiculos
5666532,7512,PAOLINO CAMPER & ASSISTAN,COLLE VAL D'E,N,1,7512.0,LOCADORAS DE VEICULOS,PAOLINO CAMPER & ASSISTAN LOCADORAS DE VEICULOS,1,Locação de Veiculos
34013516,5947,STUDIO SIXTY SEVEN 09,AKAROA,S,1,5947.0,LOJAS DE COUROS E ARTEFATOS,STUDIO SIXTY SEVEN 09 LOJAS DE COUROS E ARTEFATOS,1,Locação de Veiculos
8720456144,7512,LOCALIZA RENT A CAR,VILA VELHA,S,8,7512.0,LOCADORAS DE VEICULOS,LOCALIZA RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
1020303163,7512,LOCALIZA RENT A CAR,LAVRAS,N,3,7512.0,LOCADORAS DE VEICULOS,LOCALIZA RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
3031851,7512,AUTOTAXIS NUNO SIMOES,BARCARENA,S,1,7512.0,LOCADORAS DE VEICULOS,AUTOTAXIS NUNO SIMOES LOCADORAS DE VEICULOS,1,Locação de Veiculos
1081882473,7538,LE MAN CAR SERVICE,RIO DE JANEIR,N,9,7538.0,OFICINAS,LE MAN CAR SERVICE OFICINAS,1,Locação de Veiculos
8715798914,7512,KING RENT A CAR,VITORIA,N,2,7512.0,LOCADORAS DE VEICULOS,KING RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
34867473,7512,FACIL RENT-A-CAR 7473,SAN JUAN,S,1,7512.0,LOCADORAS DE VEICULOS,FACIL RENT-A-CAR 7473 LOCADORAS DE VEICULOS,1,Locação de Veiculos
2217475,3405,ENTERPRISE RENT-A-C,PARIS,S,1,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE RENT-A-C ENTERPRISE RENT-A-CAR,1,Locação de Veiculos
12635650,7512,LOCALIZA RENT A CAR,JOAO PESSOA,N,11,7512.0,LOCADORAS DE VEICULOS,LOCALIZA RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
1036406897,7512,LOCALIZA RENT A CAR,TRES CORACOES,N,3,7512.0,LOCADORAS DE VEICULOS,LOCALIZA RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
25147554,7512,EUROPCAR 7554,USHUAIA,N,3,7512.0,LOCADORAS DE VEICULOS,EUROPCAR 7554 LOCADORAS DE VEICULOS,1,Locação de Veiculos
18234437,7512,G C PINHEIRO,SAO LUIS,S,6,7512.0,LOCADORAS DE VEICULOS,G C PINHEIRO LOCADORAS DE VEICULOS,1,Locação de Veiculos
5000239793,5970,DAGING WOOD CARVER HO,GIANYAR,N,1,5970.0,LOJAS DE PRODUTOS PARA ARTISTAS,DAGING WOOD CARVER HO LOJAS DE PRODUTOS PARA ARTISTAS,1,Locação de Veiculos
4446012885267,8398,WPY HELP SAVE MY CAR STOR,855-469-3729,N,1,8398.0,ORGANIZACAO DE CARIDADE E SERVICO SOCIAL,WPY HELP SAVE MY CAR STOR ORGANIZACAO DE CARIDADE E SERVICO SOCIAL,1,Locação de Veiculos
22884425SRWFNNI,8999,RENTALCOVER COM,8778877815,N,3,8999.0,SERVICOS PROFISSIONAIS NAO RELACIONADOS,RENTALCOVER COM SERVICOS PROFISSIONAIS NAO RELACIONADOS,1,Locação de Veiculos
39456854,7512,GIOVANE RENT A CAR,ARMACAO BUZIO,S,1,7512.0,LOCADORAS DE VEICULOS,GIOVANE RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
1023259416,5813,SCARFACE BAR,SAO PAULO,S,13,5813.0,"BARES, LANCHONETES, BOATES, CLUBES NOTURNOS","SCARFACE BAR BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",1,Locação de Veiculos
4084367,5533,CENTER CAR,NITEROI,S,26,5533.0,LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,CENTER CAR LOJA DE ACESSORIOS PARA VEICULOS AUTOMOTIVOS,1,Locação de Veiculos
9062351,7512,C2 LOC DE VEICULOS,ARACAJU,N,1,7512.0,LOCADORAS DE VEICULOS,C2 LOC DE VEICULOS LOCADORAS DE VEICULOS,1,Locação de Veiculos
3008552,7512,SADO RENT SA,LISBOA,S,2,7512.0,LOCADORAS DE VEICULOS,SADO RENT SA LOCADORAS DE VEICULOS,1,Locação de Veiculos
16849930,7512,AUTO POSTO EXECUTIVO,AMERICANA,N,1,7512.0,LOCADORAS DE VEICULOS,AUTO POSTO EXECUTIVO LOCADORAS DE VEICULOS,1,Locação de Veiculos
101593458,3381,INTERRENT ITALY-EUROPCAR,FIRENZE,N,2,3381.0,EUROP CAR,INTERRENT ITALY-EUROPCAR EUROP CAR,1,Locação de Veiculos
2016319,3389,AVIS BARCELONA,E494565993,S,14,3389.0,AVIS RENT A CAR,AVIS BARCELONA AVIS RENT A CAR,1,Locação de Veiculos
1800010008878,3405,ENTERPRISE RENT-A-CAR,NORWOOD,N,3,3405.0,ENTERPRISE RENT-A-CAR,ENTERPRISE RENT-A-CAR ENTERPRISE RENT-A-CAR,1,Locação de Veiculos
1065472690,7512,LOCALIZA ACSIA,BRASILIA,N,2,7512.0,LOCADORAS DE VEICULOS,LOCALIZA ACSIA LOCADORAS DE VEICULOS,1,Locação de Veiculos
8719876021,7512,AVIS/ BUDGET,SAO PAULO,S,1,7512.0,LOCADORAS DE VEICULOS,AVIS/ BUDGET LOCADORAS DE VEICULOS,1,Locação de Veiculos
153265428,7512,ENTERPRISERENTACAR NL,AMSTERDAM,N,4,7512.0,LOCADORAS DE VEICULOS,ENTERPRISERENTACAR NL LOCADORAS DE VEICULOS,1,Locação de Veiculos
1085524792,7512,LOCALIZA ACIMP,IMPERATRIZ,S,1,7512.0,LOCADORAS DE VEICULOS,LOCALIZA ACIMP LOCADORAS DE VEICULOS,1,Locação de Veiculos
64049134,4789,GVB VOERTUIG B1125,AMSTERDAM,S,1,4789.0,COOPERATIVAS DE TAXI,GVB VOERTUIG B1125 COOPERATIVAS DE TAXI,1,Locação de Veiculos
6894570,3389,AVIS TIMISOARA,E158874446,N,1,3389.0,AVIS RENT A CAR,AVIS TIMISOARA AVIS RENT A CAR,1,Locação de Veiculos
1030248785,7512,VENTURINI RENT A CAR,ARMACAO DE BU,S,10,7512.0,LOCADORAS DE VEICULOS,VENTURINI RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
9931590566,5813,LA MOVIDA CO,CARTAGENA,S,2,5813.0,"BARES, LANCHONETES, BOATES, CLUBES NOTURNOS","LA MOVIDA CO BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",1,Locação de Veiculos
1056804618,7512,AGENCIA CENTRO PAROLIN,CURITIBA,N,2,7512.0,LOCADORAS DE VEICULOS,AGENCIA CENTRO PAROLIN LOCADORAS DE VEICULOS,1,Locação de Veiculos
9522793942,7512,FIREFLY ITALY,0039 02 69430,N,2,7512.0,LOCADORAS DE VEICULOS,FIREFLY ITALY LOCADORAS DE VEICULOS,1,Locação de Veiculos
1016344268,7512,LOCALIZA RENT A CAR,FLORIANOPOLIS,S,1,7512.0,LOCADORAS DE VEICULOS,LOCALIZA RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
1091632046,7512,VFC LOCACOES,BELO HORIZONT,S,4,7512.0,LOCADORAS DE VEICULOS,VFC LOCACOES LOCADORAS DE VEICULOS,1,Locação de Veiculos
390035000143186,7512,JDC CAR SERVICES,CURACAO,S,1,7512.0,LOCADORAS DE VEICULOS,JDC CAR SERVICES LOCADORAS DE VEICULOS,1,Locação de Veiculos
8719441792,7512,VENTURINI BEACH W,ARMACAO DE BU,S,1,7512.0,LOCADORAS DE VEICULOS,VENTURINI BEACH W LOCADORAS DE VEICULOS,1,Locação de Veiculos
1028670092,7512,LOCALIZA RENT A CAR,VARGINHA,N,3,7512.0,LOCADORAS DE VEICULOS,LOCALIZA RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
1052817138,7512,LOCARALTO,FLORIANOPOLIS,S,1,7512.0,LOCADORAS DE VEICULOS,LOCARALTO LOCADORAS DE VEICULOS,1,Locação de Veiculos
2392,3389,AVIS INTERNATIONAL,503-10122,S,2,3389.0,AVIS RENT A CAR,AVIS INTERNATIONAL AVIS RENT A CAR,1,Locação de Veiculos
9919267070,7512,LOCAL RENT A CAR,VARZEA GRANDE,N,1,7512.0,LOCADORAS DE VEICULOS,LOCAL RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
9803332,7512,MYPOS MRC,ATHENS,N,1,7512.0,LOCADORAS DE VEICULOS,MYPOS MRC LOCADORAS DE VEICULOS,1,Locação de Veiculos
1759297,7538,MODELO CAR EIRELI ME,BELO HORIZONT,S,3,7538.0,OFICINAS,MODELO CAR EIRELI ME OFICINAS,1,Locação de Veiculos
65737466,7512,JR LOCADORA,IPOJUCA,S,2,7512.0,LOCADORAS DE VEICULOS,JR LOCADORA LOCADORAS DE VEICULOS,1,Locação de Veiculos
895219,7512,SADO RENT,LISBOA,N,3,7512.0,LOCADORAS DE VEICULOS,SADO RENT LOCADORAS DE VEICULOS,1,Locação de Veiculos
54407672,7512,UNIDAS RENT A CAR,GOIANIA,N,27,7512.0,LOCADORAS DE VEICULOS,UNIDAS RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
286000000049247,5813,SIXTH STREET BISTRO,HOOD RIVER,N,1,5813.0,"BARES, LANCHONETES, BOATES, CLUBES NOTURNOS","SIXTH STREET BISTRO BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",1,Locação de Veiculos
8678572660,7512,FOCO ALUGUEL DE CARROS S/,LAURO DE FREI,S,5,7512.0,LOCADORAS DE VEICULOS,FOCO ALUGUEL DE CARROS S/ LOCADORAS DE VEICULOS,1,Locação de Veiculos
8491109682,6300,PREVCAR AUTO,RIO DE JANEIR,S,1,6300.0,SEGURADORAS / SEGUROS,PREVCAR AUTO SEGURADORAS / SEGUROS,1,Locação de Veiculos
601110049553596,3355,SIXT RENT A CAR,LOS ANGELES,N,1,3355.0,SIXT CAR RENTAL,SIXT RENT A CAR SIXT CAR RENTAL,1,Locação de Veiculos
750612,3381,EUROPCAR-ABC RENT A CAR,LJUBLJANA,S,1,3381.0,EUROP CAR,EUROPCAR-ABC RENT A CAR EUROP CAR,1,Locação de Veiculos
110845501,5571,MOTO RENT COLONIA,COLONIA,S,1,5571.0,MOTOCICLETAS,MOTO RENT COLONIA MOTOCICLETAS,1,Locação de Veiculos
7940106,7512,CHILEAN RENTA CAR,SANTIAGO,S,17,7512.0,LOCADORAS DE VEICULOS,CHILEAN RENTA CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
34700,7512,EXPOAUTOPARTS,QUITO,N,2,7512.0,LOCADORAS DE VEICULOS,EXPOAUTOPARTS LOCADORAS DE VEICULOS,1,Locação de Veiculos
9303488309,7512,ENTERPRISE RENTACAR TORON,TORONTO,N,2,7512.0,LOCADORAS DE VEICULOS,ENTERPRISE RENTACAR TORON LOCADORAS DE VEICULOS,1,Locação de Veiculos
1000821339,5013,RUBINHO CENTER CAR,VILA VELHA,S,1,5013.0,PECAS E SERVICOS PARA VEICULOS,RUBINHO CENTER CAR PECAS E SERVICOS PARA VEICULOS,1,Locação de Veiculos
8671146157,7534,FLEX CAR OIL LTDA ME,RIO DE JANEIR,S,3,7534.0,BORRACHEIRO,FLEX CAR OIL LTDA ME BORRACHEIRO,1,Locação de Veiculos
9353379747,7512,ALAMO CONDUCE FELIZ,PLAYA DEL CAR,N,1,7512.0,LOCADORAS DE VEICULOS,ALAMO CONDUCE FELIZ LOCADORAS DE VEICULOS,1,Locação de Veiculos
30281725,7512,UNIDAS RENT A CAR,SAO PAULO,N,107,7512.0,LOCADORAS DE VEICULOS,UNIDAS RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
9502115504,7512,ENTERPRISE RENTACAR HAMBU,HAMBURG,S,1,7512.0,LOCADORAS DE VEICULOS,ENTERPRISE RENTACAR HAMBU LOCADORAS DE VEICULOS,1,Locação de Veiculos
4508050,7538,HOUSE CAR SERVICOS DE,RIO DE JANEIR,S,10,7538.0,OFICINAS,HOUSE CAR SERVICOS DE OFICINAS,1,Locação de Veiculos
8722343936,7512,MOVIDA LOCACAO DE VEIC,LAGO SUL,S,35,7512.0,LOCADORAS DE VEICULOS,MOVIDA LOCACAO DE VEIC LOCADORAS DE VEICULOS,1,Locação de Veiculos
9301922416,7512,ENTERPRISE RENT A CAR,MISSISSAUGA,N,3,7512.0,LOCADORAS DE VEICULOS,ENTERPRISE RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
100998968,3381,EUROPCAR,IBIZA,N,1,3381.0,EUROP CAR,EUROPCAR EUROP CAR,1,Locação de Veiculos
1032674366,5521,INTER-RENT,RIO DE JANEIR,S,2,5521.0,AUTOMOVEIS USADOS,INTER-RENT AUTOMOVEIS USADOS,1,Locação de Veiculos
8720460427,7512,LOCALIZA AAPPD,PRESIDENTE PR,N,1,7512.0,LOCADORAS DE VEICULOS,LOCALIZA AAPPD LOCADORAS DE VEICULOS,1,Locação de Veiculos
9917973190,5511,LOCALIZA R A CAR ACPOC,POCOS DE CALD,S,3,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),LOCALIZA R A CAR ACPOC CARROS E CAMINHOES (NOVOS / USADOS),1,Locação de Veiculos
1026363354,5511,SANTOS SHOPPING CAR,SANTOS,S,1,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),SANTOS SHOPPING CAR CARROS E CAMINHOES (NOVOS / USADOS),1,Locação de Veiculos
555256,7538,CENTRUS AUTOMOTIVO LTD,CAMPINAS,S,1,7538.0,OFICINAS,CENTRUS AUTOMOTIVO LTD OFICINAS,1,Locação de Veiculos
9900326133,7512,ALAMO NATIONAL SALTA,SALTA,S,1,7512.0,LOCADORAS DE VEICULOS,ALAMO NATIONAL SALTA LOCADORAS DE VEICULOS,1,Locação de Veiculos
8674712906,7512,A L DE OLIVEIRA E CIA LTD,ARRAIAL DAJUD,S,2,7512.0,LOCADORAS DE VEICULOS,A L DE OLIVEIRA E CIA LTD LOCADORAS DE VEICULOS,1,Locação de Veiculos
329991113997,7512,EUROSUITES AUTO RENTAL L,7864474348,S,2,7512.0,LOCADORAS DE VEICULOS,EUROSUITES AUTO RENTAL L LOCADORAS DE VEICULOS,1,Locação de Veiculos
140109158,4457,SPYRIDAKOS YACHTING,FIRA THIRAS,S,3,4457.0,ALUGUEL E ARRENDAMENTO DE NAVIOS,SPYRIDAKOS YACHTING ALUGUEL E ARRENDAMENTO DE NAVIOS,1,Locação de Veiculos
6000010194736,3387,ALAMO RENT-A-CAR,CPE CANAVERAL,N,17,3387.0,ALAMO RENT A CAR,ALAMO RENT-A-CAR ALAMO RENT A CAR,1,Locação de Veiculos
1001916,6513,WATERTO-RENT,312-4762306,S,3,6513.0,REAL ESTATE AGENTS,WATERTO-RENT REAL ESTATE AGENTS,1,Locação de Veiculos
9913446464,7512,LOCALIZA R A CAR AAUDI,UBERLANDIA,S,2,7512.0,LOCADORAS DE VEICULOS,LOCALIZA R A CAR AAUDI LOCADORAS DE VEICULOS,1,Locação de Veiculos
3044152,7512,GUERIN RENT A CAR,MAIA,S,39,7512.0,LOCADORAS DE VEICULOS,GUERIN RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
601103065385944,7011,SUN SOL INTERNATIONAL DR,ORLANDO,S,1,7011.0,"HOTEIS, POUSADAS, ETC","SUN SOL INTERNATIONAL DR HOTEIS, POUSADAS, ETC",1,Locação de Veiculos
9080027014,7512,UNIDAS,RIO DE JANEIR,N,23,7512.0,LOCADORAS DE VEICULOS,UNIDAS LOCADORAS DE VEICULOS,1,Locação de Veiculos
316840000268071,7512,ETRAWLER,35314999600,N,177,7512.0,LOCADORAS DE VEICULOS,ETRAWLER LOCADORAS DE VEICULOS,1,Locação de Veiculos
101000128400,7531,DRIVE CAR,URUGUAIANA,N,1,7531.0,RESTAURACAO AUTOMOVEIS,DRIVE CAR RESTAURACAO AUTOMOVEIS,1,Locação de Veiculos
43194385704,7512,DISCOUNT CAR & TRUCK R,ETOBICOKE,N,3,7512.0,LOCADORAS DE VEICULOS,DISCOUNT CAR & TRUCK R LOCADORAS DE VEICULOS,1,Locação de Veiculos
78581000001639,7512,RENT NORDIC,REYKJAVIK,S,1,7512.0,LOCADORAS DE VEICULOS,RENT NORDIC LOCADORAS DE VEICULOS,1,Locação de Veiculos
9513947861,6531,HERTZ/THRIFTY/FIREFLY/DOL,OL,N,1,6531.0,FORNECEDOR DE SERVIÃ‡OS DE PAGAMENTO,HERTZ/THRIFTY/FIREFLY/DOL FORNECEDOR DE SERVIÃ‡OS DE PAGAMENTO,1,Locação de Veiculos
8734287212,7512,MOVIDA ALUGUEL DE CARR,JOINVILLE,N,1,7512.0,LOCADORAS DE VEICULOS,MOVIDA ALUGUEL DE CARR LOCADORAS DE VEICULOS,1,Locação de Veiculos
1027011486,7512,AIT CARS,ARMACAO DOS B,N,1,7512.0,LOCADORAS DE VEICULOS,AIT CARS LOCADORAS DE VEICULOS,1,Locação de Veiculos
20601573,5511,BROCK CAR AMORTECEDORE,PORTO ALEGRE,N,1,5511.0,CARROS E CAMINHOES (NOVOS / USADOS),BROCK CAR AMORTECEDORE CARROS E CAMINHOES (NOVOS / USADOS),1,Locação de Veiculos
60200115990000,3393,NATIONAL CAR RENTAL,AUSTIN,N,1,3393.0,NATIONAL CAR RENTAL,NATIONAL CAR RENTAL NATIONAL CAR RENTAL,1,Locação de Veiculos
3608866,5814,DP 11221 PLAYA DEL CAR,PLAYA DEL CAR,S,1,5814.0,FAST FOOD,DP 11221 PLAYA DEL CAR FAST FOOD,1,Locação de Veiculos
62272489,7512,MOVIDA RENT A CAR,MARINGA,N,10,7512.0,LOCADORAS DE VEICULOS,MOVIDA RENT A CAR LOCADORAS DE VEICULOS,1,Locação de Veiculos
