Unnamed: 0,COD_ESTABELECIMENTO,COD_MCC,NOME_ESTABELECIMENTO,CIDADE_ESTABELECIMENTO,TRANSACAO_COM_CHIP,BANDEIRA,MOEDA,FREQ_TRANSACAO,CATEGORIA,COD_CATEGORIA,COD_COMPUTADOR
1729147,111950173,5812,PAG*SEUJOAORESTAURANT,CAMPINAS,S,2,177,1.0,Restaurantes,7,7
570507,1033242079,5813,TIJUCO PRETO CAFETERIA,ANDRADAS,N,3,177,4.0,Restaurantes,7,7
907125,13558390,5814,CREPES Y WAFFLES MALL,1300100 C/GEN,S,2,29,2.0,Restaurantes,7,11
1713722,1060516834,5812,BUFFET ATJ,SAO PAULO,S,4,177,1.0,Restaurantes,7,7
900695,7285020,5812,LA VILLETTA DA ROBERTO,ABANO TERME B,S,2,173,2.0,Restaurantes,7,10
37525,74092731,5499,RVS COMERCIO DE SUPLEME,CURITIBA,S,2,177,148.0,Restaurantes,7,11
494581,16776232,5812,RESTAURANTE FRANZ,PASSO FUNDO,S,2,177,5.0,Restaurantes,7,7
1713723,75283280,5812,BOIZINHO GRILL,UMUARAMA,S,2,177,1.0,Restaurantes,7,7
332588,44078390,5812,RESTAURANTE FIGUEIRA,PELOTAS,N,3,177,8.0,Restaurantes,7,7
1567600,445497,5499,CANTINA ELANCHONETE ME,JACAREI,S,2,177,1.0,Restaurantes,7,7
355398,1101409646,5814,I.B. CAFE,SAO PAULO,S,2,177,8.0,Restaurantes,7,7
482812,1029554,5499,QUINTAL CULTURAL BAR S,8907,N,3,177,5.0,Restaurantes,7,11
1728970,26184481,5814,CITY HALL CAFE,LONDRINA,S,2,177,1.0,Restaurantes,7,7
988942,1050251269,5814,LUCHA LANCHES,RIO DE JANEIR,N,3,177,2.0,Restaurantes,7,8
570685,57248052,5812,SABOR EM QUILO REST,UNIAO DA VITO,N,3,177,4.0,Restaurantes,7,11
1361989,1115465,5499,CAFETERIA DUTRA,SAO PAULO,N,3,177,1.0,Restaurantes,7,7
976672,11921905,5812,ABASTO CAFE Y DESPENS0,11001BOGOTA,S,2,29,2.0,Restaurantes,7,7
976668,93557580,5812,PAGSEGUROUOL*GUILANCHE,COLOMBO,S,2,177,2.0,Restaurantes,7,8
459938,1010701131,5812,QUITANDA SUCOS,RIO DE JANEIR,S,2,177,5.0,Restaurantes,7,5
570677,367330000000,5814,NESTLE TOLLHOUSE CAFE,ORLANDO,N,3,146,4.0,Restaurantes,7,7
1361988,6305300000000,5411,THE BIG KOSAI,SHIZUOKA,N,2,65,1.0,Restaurantes,7,11
1922834,267589000000,5812,NAP'S CUCINA MIA,INDIANA,N,3,146,1.0,Restaurantes,7,11
1633108,66015413,5812,SALGADO E ANGELICO REST,SAO PAULO,S,4,177,1.0,Restaurantes,7,11
911342,8675166839,5812,CHURRASCARIA APG LTDA ME,PORTO BELO,S,1,177,2.0,Restaurantes,7,7
587268,1062328547,5812,COMPANHIA DE CHURRASCO,CARUARU,N,3,177,4.0,Restaurantes,7,7
1277879,9810481200,5812,SHIKIGIKU JAPANESE RESTAU,TST EAST,S,1,56,1.0,Restaurantes,7,11
570664,8704620558,5812,RESTAURANTE CARAM,SALVADOR,S,1,177,4.0,Restaurantes,7,7
482887,102566168,5311,PAGSEGUROUOL*CAFEBIGZ,PONTALDOPARAN,S,2,177,5.0,Restaurantes,7,7
355320,47687061,5812,EMPORIO RESTAURANTE,JAPIRA,S,2,177,8.0,Restaurantes,7,7
587277,601130000000000,5994,CHARLOTTE 2075D,CHARLOTTE,S,4,146,4.0,Restaurantes,7,11
900725,98553344,5814,PAGSEGUROUOL*BURGERCAF,DOURADOS,N,3,177,2.0,Restaurantes,7,8
1713842,600704201,5814,CAFE RILKE,LIMA,S,2,108,1.0,Restaurantes,7,7
911336,9490477072,7011,DOLCE CHANTILLY,VINEUIL ST FI,S,1,173,2.0,Restaurantes,7,11
919443,210911000000000,742,BICHO DA GENTE,OURINHOS,N,3,177,2.0,Restaurantes,7,11
53567,8701281321,5812,CHURRASCARIA MARU,CURITIBA,S,1,177,97.0,Restaurantes,7,7
988938,1795210,5813,ABS DISCOTECA BAR,ESTORIL,N,3,108,2.0,Restaurantes,7,11
919440,28245512,5814,L M B  COELHO   CAFE,BAURU,S,4,177,2.0,Restaurantes,7,7
849870,42409578,5942,ADAARAUJO PRES LTDA,CASTRO,S,2,177,2.0,Restaurantes,7,11
587272,1029968338,5813,RESTAURANTE PAULI,JARAGUA DO SU,S,2,177,4.0,Restaurantes,7,7
849878,109061000000000,5814,CHEFAO LANCHONETE,MATINHOS,S,2,177,2.0,Restaurantes,7,7
25397,1037160727,5812,STYLLO - CAFETERIA,CURITIBA,S,4,177,229.0,Restaurantes,7,7
1728976,1026400098,5814,HANGIRI SUSHI,VICOSA,S,2,177,1.0,Restaurantes,7,7
355322,77220684,5499,ROMEU E JULIETA CAFE,CURITIBA,S,2,177,8.0,Restaurantes,7,7
355324,20030967,5968,PARADOX BUCHAREST S.R.,BUCURE TI,N,3,146,8.0,Restaurantes,7,11
907060,81231200,5812,PAG*RESTAURANTEVIDANO,BRASILIA,N,3,177,2.0,Restaurantes,7,7
332808,1070076322,5812,COSTELARIA FOGO BRASA,GOIANIA,S,2,177,8.0,Restaurantes,7,7
23182,104579081,5814,PAG*CAFEVISCONDE,CURITIBA,S,2,177,253.0,Restaurantes,7,7
1277864,84361106,5462,AU BAISER DE MARCHE,MARCHE EN FAM,N,3,173,1.0,Restaurantes,7,11
1728948,8108151,4121,TEHO-TAKSI OY,TAMPERE,N,3,173,1.0,Restaurantes,7,11
911360,74407988,5812,RESTAURANTE NAGARA,RIO DE JANEIR,S,2,177,2.0,Restaurantes,7,7
1633123,1073757908,5812,TEMAKERIA       NACASH,MONTES CLAROS,N,3,177,1.0,Restaurantes,7,7
355263,1023260643,5462,VIANEI GRIFE DO PAO,BELO HORIZONT,S,2,177,8.0,Restaurantes,7,11
1361997,314651,5812,CANCUN MEXICAN BAR,SAO ROQUE,N,3,177,1.0,Restaurantes,7,11
459993,1062539068,5813,CAFE NO CEU,FLORIANOPOLIS,N,3,177,5.0,Restaurantes,7,7
570717,4142084,5814,BAR E RESTAURANTE RFA,SAO PAULO,S,2,177,4.0,Restaurantes,7,7
459984,59756519,5812,MAMA GGIORE PIZZA GRILL,SAO PAULO,S,2,177,5.0,Restaurantes,7,7
482907,1604521,5812,NORIO SUSHI,SAO PAULO,S,2,177,5.0,Restaurantes,7,7
907030,9032307,5812,EST EST EST RISTORANTE,ROMA,S,2,173,2.0,Restaurantes,7,7
355273,27807817,5814,TIMES SQUARE CAFE MOEM,SAO PAULO,N,3,177,8.0,Restaurantes,7,7
1643209,1200472225,5812,LIVE FISH NEW ZEALAND,AUCKLAND,N,3,100,1.0,Restaurantes,7,11
907033,8670676204,5812,YAMAZAKI SUSHY BAR LTDA,SAO PAULO,S,1,177,2.0,Restaurantes,7,11
1556531,7269167,5812,IMPACT BAR,PARIS 2,N,3,173,1.0,Restaurantes,7,11
494484,1195631,5499,TOQUE DE MINAS RESTAUR,IPATINGA,N,3,177,5.0,Restaurantes,7,11
570710,1011459598,5812,SILMAR REST.E DOCERIA,SAO PAULO,N,3,177,4.0,Restaurantes,7,10
459942,28205169,5812,PRATIK LANCHES,SORRISO,S,4,177,5.0,Restaurantes,7,8
53574,1044734709,5812,BR BRASIL RESTAURANTE,PONTA GROSSA,S,2,177,97.0,Restaurantes,7,7
1324111,9061815585,5812,PAULINHOS G GOURMET,SAO PAULO,S,1,177,1.0,Restaurantes,7,7
849885,38242370,5812,REST MIRANTE ARVIREDO,BOMBINHAS,S,2,177,2.0,Restaurantes,7,11
494506,54823307,5813,BAR ENCONTRO DA BELA VI,SAO PAULO,S,2,177,5.0,Restaurantes,7,11
332815,1093235940,5812,ALDEIA CREPES E WRAPS,BARUERI,N,3,177,8.0,Restaurantes,7,11
1713873,133060000000000,5199,NATTURAL CARAIBAS,SAO PAULO,S,2,177,1.0,Restaurantes,7,11
332818,186082000000000,5813,QUIOSQ CHOPP BRAHMA,PRESIDENTE PR,S,2,177,8.0,Restaurantes,7,10
1556527,9531243236,5812,RESTAURANT DE KAS 2075006,AMSTERDAM,S,1,173,1.0,Restaurantes,7,7
1909685,9801088741,5813,282 BAR,SINGAPORE,S,1,121,1.0,Restaurantes,7,11
494493,1015338639,5814,FLOR CAFE,SAO PAULO,S,2,177,5.0,Restaurantes,7,7
587249,38810212,5812,TRAVITALIA REST,JUNDIAI,S,2,177,4.0,Restaurantes,7,11
1331874,9921413381,5814,STARBUCKS PALZA EL TREBOL,TALCAHUANO,S,1,27,1.0,Restaurantes,7,8
1921780,1053651411,5812,DAVINA CAFES E LIVROS,SAPUCAIA DO S,S,2,177,1.0,Restaurantes,7,7
332820,8706926037,5813,AMILTON'S RESTAUR,CAMPO GRANDE,S,1,177,8.0,Restaurantes,7,11
1729053,1004381325,5992,PANDA FLORES,BRASILIA,S,2,177,1.0,Restaurantes,7,11
587284,1213165,5812,CAFE COLONIAL BOM BOCA,MARINGA,N,3,177,4.0,Restaurantes,7,7
1324132,372657000000,5812,OLIVE GARDEN 0021702,ALTAMONTE SPR,N,3,146,1.0,Restaurantes,7,7
570613,4366557,5441,LW BEBIDAS E LANCHES L,SAO PAULO,S,2,177,4.0,Restaurantes,7,8
1368472,140000000000000,5812,THE OLIVE GARD00015578,STERLING,N,3,146,1.0,Restaurantes,7,7
1327296,1098307,5300,RESTALRANTE E PETISQUE,JAGUARUNA,N,3,177,1.0,Restaurantes,7,11
1619923,1031767204,5085,CHAVEIROS LANCER,CAMPINAS,S,4,177,1.0,Restaurantes,7,10
38585,10146628,5814,SORVETERIA PAVILOCHE,S FRANCISCO S,N,3,177,143.0,Restaurantes,7,8
1713804,257181,5812,RISTORANTE PIZZERIA PADDO,NUERBURG,N,2,176,1.0,Restaurantes,7,7
1156923,581695000000000,5812,FUSARO'S KITCHEN,TORONTO,S,2,23,1.0,Restaurantes,7,11
1327293,100677000000000,5999,HOLLYWOOD PIZZARIA,PINHAIS,N,3,177,1.0,Restaurantes,7,7
976624,49218670,5814,PASTELARIA L A,CAPIVARI,S,2,177,2.0,Restaurantes,7,8
355384,345293000000,5812,SUSHIGAMI,SUNRISE,N,3,146,8.0,Restaurantes,7,7
355385,36889539,5812,MASSAGUEI RINHA,MACEIO,N,3,177,8.0,Restaurantes,7,11
1269208,24069650,7011,HOSTERIA DOS BAHIAS  9650,VILLA LA ANGO,N,2,6,1.0,Restaurantes,7,7
849829,25889312,5621,CUESTA BLANCA        9312,CORDOBA,S,2,6,2.0,Restaurantes,7,2
849819,9060704772,5814,RESTAURANTE OCA,CURITIBA,S,1,177,2.0,Restaurantes,7,7
1318211,116806000000000,5812,MARUJO'S BAR,BELEM,S,2,177,1.0,Restaurantes,7,11
332714,29941318,5441,REST NUTRISOM,SAO PAULO,S,2,177,8.0,Restaurantes,7,11
332713,8674812409,5814,PRIMORDIAL BAR LANCH E SN,CURITIBA,S,1,177,8.0,Restaurantes,7,11
989001,276034000000,5699,UNDERGROUND BY JYS 0187,MIAMI,S,2,146,2.0,Restaurantes,7,11
1633072,79765900000000,5812,MINEIRINHO BAR,PARIS 20,N,3,173,1.0,Restaurantes,7,11
976617,1011779835,5813,LANCHONETE HAGIO,COTIA,S,2,177,2.0,Restaurantes,7,7
1633073,9581148541,5812,RESTAURANT GOLDENER ANKER,INTERLAKEN,S,1,131,1.0,Restaurantes,7,7
849815,10048500,7011,CHHAY LONG ANGKOR BOUT,SIEM REAP,S,2,146,2.0,Restaurantes,7,11
900708,19762,5812,DZIEKUJEMY ZYCZYMY SZER,OGRODZONA,S,2,177,2.0,Restaurantes,7,11
355370,1746330,5814,PETISCARIA MARKOSKI,CURITIBA,S,2,177,8.0,Restaurantes,7,7
1361952,97410278,5947,PAGSEGUROUOL*USELUCKY,SAOPAULO,N,3,177,1.0,Restaurantes,7,11
919470,1696326,5811,LANCHE,MARILIA,S,2,177,2.0,Restaurantes,7,8
1269197,1906967,5812,OSTERIA DA BARTALI RISTOR,LA SPEZIA,N,3,173,1.0,Restaurantes,7,7
1556443,1850173,5499,BANQUETING CATERING E,SASSUOLO,S,2,173,1.0,Restaurantes,7,11
1643264,1018364266,5462,PANIF E LANCH FORNARE,COLOMBO,S,4,177,1.0,Restaurantes,7,11
494548,336164000000,5968,WHICH,1992822800,N,3,144,5.0,Restaurantes,7,11
1327286,1060414438,5812,SARARA BAR &,BRASILIA,N,3,177,1.0,Restaurantes,7,11
53558,8678899634,5813,CANABENTA BAR E RESTAURAN,CURITIBA,S,1,177,97.0,Restaurantes,7,7
1627800,28141076,5814,VALENTIS PIZZA-CHINANDEGA,CHINANDEGA,N,2,101,1.0,Restaurantes,7,7
1368466,213593000000000,5812,RUSTICO REST,BELO HORIZONT,S,2,177,1.0,Restaurantes,7,11
570628,84677719,5812,PAGSEGUROUOL*LANCHESOC,GUARUJA,S,2,177,4.0,Restaurantes,7,8
459924,1036844002,5812,REST MARIA MARIA,APARECIDA,S,2,177,5.0,Restaurantes,7,10
1269239,507394000000000,5813,BAR SAMURAI           583,VENEZIA,S,2,173,1.0,Restaurantes,7,11
1627801,11241,5814,PIZZARIA CAYOWAA LTDA,SAO PAULO,N,3,177,1.0,Restaurantes,7,7
587285,1025099173,5812,O SICILIANO RESTAURANT,NOVO HAMBURGO,N,3,177,4.0,Restaurantes,7,7
1567838,1019160435,5813,BAR KOKORIKOR,GOIANIA,N,3,177,1.0,Restaurantes,7,11
459923,8686447954,5812,RESTAURANTE VALE SAGRADO,SAO PAULO,S,1,177,5.0,Restaurantes,7,7
1556494,23310169,5812,SPOON AND FORK JAPANES,BARRIE,N,3,23,1.0,Restaurantes,7,11
1361978,372577000000,5812,CREPE DU JOUR,GREENVILLE,S,2,146,1.0,Restaurantes,7,11
1619935,21-8030713963,5812,BUFFALO WILD WINGS HOM,HOMESTEAD,N,2,146,1.0,Restaurantes,7,11
1643237,9171893,5813,CAFFE PATRIARCA,FIRENZE,N,3,173,1.0,Restaurantes,7,7
474973,4420244,5812,RESTAURANTE MUZZARELLA,LAGES,S,2,177,5.0,Restaurantes,7,7
1556491,17-8016878996,5411,CAFE DELICIOUS,NEW YORK,S,2,146,1.0,Restaurantes,7,7
1156152,173232592,5812,QN BAR ST. MORITZ,ST. MORITZ,N,3,131,1.0,Restaurantes,7,11
494527,1066420219,5812,RESTAURANTE PONTAL,RECIFE,S,2,177,5.0,Restaurantes,7,7
332751,28036,5813,OLIVA GOURMET,SALVADOR,N,3,177,8.0,Restaurantes,7,7
919456,41177983,5814,PIRIQUITO LANCHONETE,SAO PAULO,N,3,177,2.0,Restaurantes,7,7
1633087,9074130600,5812,CASA DO CHOPE E RESTAU,PONTE NOVA,S,1,177,1.0,Restaurantes,7,11
1919854,8702890757,5813,CAFETERIA ANELLO,RIO DE JANEIR,S,1,177,1.0,Restaurantes,7,7
355362,17126606,5231,COMTINTAS,MARINGA,S,2,177,8.0,Restaurantes,7,11
482847,37190997,5812,REST NIPPON GOURMET,BRASILIA,N,3,177,5.0,Restaurantes,7,7
1269221,4010313,5309,AIRO CATERING SERVICES,LIDOSTA RIGA,N,3,173,1.0,Restaurantes,7,2
332738,1001603360,5813,CHURRASCARIA ESPETO DE,CARIACICA,N,3,177,8.0,Restaurantes,7,7
1361965,3121175558,5812,MORTONS CHCGO WCKR PLC 00,CHICAGO,N,1,146,1.0,Restaurantes,7,11
1567869,4445030000000,5812,TST*GREGORYS COFFEE - GC0,NEW YORK,N,3,146,1.0,Restaurantes,7,7
459905,147366000000000,5814,CAFETERIA LAUPES,TIJUCAS,N,3,177,5.0,Restaurantes,7,7
1729016,4484071,5814,HUGO LANCHES,BALNEARIO CAM,S,2,177,1.0,Restaurantes,7,8
1361969,353109000000000,5813,BEDROOM LOUNGE BAR PTY,SURFERS PARAD,N,3,7,1.0,Restaurantes,7,11
1627806,1073402433,5814,ADMILSON BENITES SORVE,SUMARE,S,2,177,1.0,Restaurantes,7,11
1713824,8670173822,5813,CAFE E BAR LANCH DEL SOL,RIO DE JANEIR,S,1,177,1.0,Restaurantes,7,7
570646,60973454,4899,PAGSEGUROUOL*WIKIAVES,JUIZ DE FORA,N,2,177,4.0,Restaurantes,7,11
1136966,1558429,5814,JORGES DISK PIZZA,SANTOS,N,3,177,1.0,Restaurantes,7,7
482856,67909060,5812,REST FAMI,CURITIBA,N,3,177,5.0,Restaurantes,7,11
1714161,508544,5814,KISSEKI PASTELARIA E L,SANTO ANDRE,S,2,177,1.0,Restaurantes,7,8
900823,10538975,5812,REST HOLLYWOOD BAR & C,PUNTA DEL EST,N,3,147,2.0,Restaurantes,7,11
1362114,73450382,7299,PAGSEGUROUOL*AFETTO,CAMBE,N,3,177,1.0,Restaurantes,7,11
333455,1020667734,5812,SERAFIM PIZZA BAR,SAO PAULO,N,3,177,8.0,Restaurantes,7,7
900936,101591580,5199,PAG*HENRIQUESOARESBAR,CAMPOMAGRO,S,2,177,2.0,Restaurantes,7,11
858632,17861675,5813,BAR OCIDENTAL,RIO DE JANEIR,S,2,177,2.0,Restaurantes,7,11
1642825,1011597770,5812,CHOPPI CHOPERIA E PIZZ,SANTA BRANCA,S,2,177,1.0,Restaurantes,7,10
354459,931828000000000,5211,STEIL BARRA DO SUL,BALNEARIO BAR,S,2,177,8.0,Restaurantes,7,11
1567436,1100492,5814,ANAD.REST/AKASYA AVM,ISTANBUL,N,3,159,1.0,Restaurantes,7,11
1161563,1707434,5812,REST CANTA RANA,LIMA,N,3,108,1.0,Restaurantes,7,11
53675,1023788133,5813,BAR AVENIDA,CURITIBA,S,2,177,97.0,Restaurantes,7,11
1642826,1018152919,7933,STRIKE SPORT BAR,SANTA CRUZ DO,S,2,177,1.0,Restaurantes,7,11
586824,8737516591,5051,DESPLANCHES COUTINHO C,CURITIBA,S,1,177,4.0,Restaurantes,7,8
850133,1245002,5921,CASA DA VO BAR,MARINGA,N,3,177,2.0,Restaurantes,7,11
354471,14229765,5812,PAG*ANGELSGOURMET,CURITIBA,N,3,177,8.0,Restaurantes,7,7
354472,41903269,5813,SANTOS E GASPARIN BAR E,BRASILIA,N,3,177,8.0,Restaurantes,7,11
1633411,75294990,5661,SALTODELA,RIO DE JANEIR,N,3,177,1.0,Restaurantes,7,11
1331742,70174075,5812,SEIKOU SHUSHI,CAXIAS DO SUL,N,3,177,1.0,Restaurantes,7,11
1728551,1094685361,5814,BUTEKO S BAR,UBERLANDIA,S,4,177,1.0,Restaurantes,7,11
494107,1422527,5921,VENTURA ARMAZEM  CAFE,PORTO ALEGRE,S,2,177,5.0,Restaurantes,7,7
460516,859106000000000,5814,CAFE SAO PAULO ANG,FLORIANÃ“POLIS,N,3,177,5.0,Restaurantes,7,7
586843,765495000000000,5964,NAI*BIKE NASHBAR,800-627-4227,N,3,146,4.0,Restaurantes,7,11
1556836,14553465,5691,IZAVEST,APUCARANA,S,2,177,1.0,Restaurantes,7,11
460518,8672859477,5812,MARIO DA SILVA GRILL  ME,CURITIBA,S,1,177,5.0,Restaurantes,7,7
571268,101000000000,5812,DI NONNO PIZZARIA,GUAPORE,S,2,177,4.0,Restaurantes,7,7
460520,1084141865,8999,LORENI APARECIDA DA FO,SAO JOSE DOS,S,2,177,5.0,Restaurantes,7,11
483181,1034154521,5812,DOMANI RESTAURANTE,MARABA,S,2,177,5.0,Restaurantes,7,7
919150,604875,5411,K KIOSK BAHNHOFQUAI,Z RICH,S,2,131,2.0,Restaurantes,7,11
1277575,9629082348,5812,TRATTORIA CASANOVA,VENEZIA,N,1,173,1.0,Restaurantes,7,7
1620212,1072295390,5411,BARBOSA E PAVAO LANCHE,LAPA,N,3,177,1.0,Restaurantes,7,8
25347,1036641110,5814,2 TOK PIZZARIA,CURITIBA,S,2,177,229.0,Restaurantes,7,7
333440,385321,5813,BAR E RESTAURANTES SOB,OLINDA,S,2,177,8.0,Restaurantes,7,7
1323949,1028992545,5812,TIQUINHOS BAR,SAO PAULO,S,2,177,1.0,Restaurantes,7,11
1323947,1012299497,5814,CHINA IN BOX-VL GUILHE,SAO PAULO,S,2,177,1.0,Restaurantes,7,7
460523,19663848,5999,ECOVILLE PICARRAS,BALNEARIO PIC,S,2,177,5.0,Restaurantes,7,11
1909742,110178290,5812,PAG*SONABRASACHURRASC,VITORIA,N,3,177,1.0,Restaurantes,7,7
977095,1229810,5812,FORNALHA GRILL VIA VAL,TAUBATE,S,2,177,2.0,Restaurantes,7,7
56189,428227000000000,7299,PNI*FREELOTTO FAST SVC,212-867-1808,N,2,146,91.0,Restaurantes,7,11
354406,107275444,7230,PAG*TELMABRUTCOUSKI,CAMPOLARGO,N,3,177,8.0,Restaurantes,7,11
571344,1018537136,5814,PASTELARIA BARROS,VITORIA,S,2,177,4.0,Restaurantes,7,8
919122,1082968274,5814,MR CROC PIZZA E PASTA,BELO HORIZONT,N,3,177,2.0,Restaurantes,7,7
460563,27354026,5812,LA TRATTORIA BOTTEGA,TANGARA,S,2,177,5.0,Restaurantes,7,7
906873,9321462310,7011,CHATEAU LAKE LOUISE,LAKE LOUISE,N,1,23,2.0,Restaurantes,7,11
977115,1047123905,5812,RESTAURANTE MOLIN,FRAIBURGO,S,2,177,2.0,Restaurantes,7,7
474488,8676852130,5812,CAMARADA RIOMAR RESTAURAN,RECIFE,S,1,177,5.0,Restaurantes,7,7
1368227,1009883140,5411,DISSUL DIST SUDOESTE,PASSOS,S,4,177,1.0,Restaurantes,7,11
474489,1077784098,5499,REINO PIZZA,PORTO ALEGRE,S,2,177,5.0,Restaurantes,7,7
1318432,5510607,5812,ZIZZI BRANCH 800,BRIGHTON MARI,N,3,144,1.0,Restaurantes,7,11
1728529,777326000000,5814,CHURROMANIA - SOUTHL,CUTLER BAY,N,2,146,1.0,Restaurantes,7,11
586784,1464279,5411,PORKINHO GRILL,RIO VERDE,S,2,177,4.0,Restaurantes,7,7
1567400,10354241,5812,RESTAURANT BAMBOO,S M DE LOS AN,N,3,6,1.0,Restaurantes,7,7
858613,93107920,5812,PAGSEGUROUOL*HOMUSUSHI,PELOTAS,S,2,177,2.0,Restaurantes,7,7
1620237,27352046,5812,GRACIOLINO HUTTER,POMERODE,S,2,177,1.0,Restaurantes,7,11
474492,96704783,7299,PAGSEGUROUOL*LANCHESLI,PINHAIS,S,2,177,5.0,Restaurantes,7,8
1714430,6048772818,5812,LANDINGS GRILL LAXI,LOS ANGELES,N,1,146,1.0,Restaurantes,7,7
850143,27746270,5719,THAYLANA  RAYANA DA SI,CASTRO,S,2,177,2.0,Restaurantes,7,11
571296,626268,5813,CASA VELHA CHOPERIA,CATALAO,S,2,177,4.0,Restaurantes,7,10
858627,29727989,7399,YONSEI CHAVEIRO E CUTE,CURITIBA,S,2,177,2.0,Restaurantes,7,10
919140,97553461,5814,PAGSEGUROUOL*LANCHENAV,SAOJOSEDOSPIN,N,3,177,2.0,Restaurantes,7,8
1633415,51005204748,7011,BAAN NAMPETCH,BANGKOK,S,2,133,1.0,Restaurantes,7,11
1368236,376250000000,5814,CARMEN'S FAMOUS HOAGIE,PHILADELPHIA,S,2,146,1.0,Restaurantes,7,11
1642823,9065503047,5499,AIKEI   SUSHI BAR,PAULINIA,S,1,177,1.0,Restaurantes,7,7
919139,1062231772,5812,PIZZARIA DU CHAVES,ARRAIAL D AJU,N,3,177,2.0,Restaurantes,7,7
571307,24138141,5451,CHICO DOCEIRO,TIRADENTES,N,3,177,4.0,Restaurantes,7,11
1556854,1017245743,5462,Q DOCURA PAES,IVAIPORA,N,3,177,1.0,Restaurantes,7,11
586797,1035292006,5661,SCHUTZ BARRA SHOPPING,CAMPO BOM,N,3,177,4.0,Restaurantes,7,10
1714421,4562716771,5814,RESTAURANTE BASE DA LE,SAO LUIS,S,4,177,1.0,Restaurantes,7,7
1160589,207549000000000,5422,BRASA QUINTAL,ILHABELA,S,2,177,1.0,Restaurantes,7,11
1277545,293395,5812,RESTAURACJA VERANDA,LODZ,N,3,177,1.0,Restaurantes,7,11
1714414,8711264044,5812,RESTAURANTE ATTIM,SAO PAULO,S,1,177,1.0,Restaurantes,7,7
333498,45811903,5814,LANCHES BAITACAO,CONTENDA,S,2,177,8.0,Restaurantes,7,8
900926,1005307056,5441,LINO SANTIN SORVETERIA,UBATUBA,N,3,177,2.0,Restaurantes,7,8
1627546,327863569,5812,CREPS BARCELONA,BARCELONA,N,3,173,1.0,Restaurantes,7,11
1162176,1050623156,5814,THE COFFEE BEAN-CHANGI T4,SINGAPORE,N,2,121,1.0,Restaurantes,7,7
1556802,612033000000000,5814,STARBUCKS A NORTH IAH,HOUSTON,N,2,146,1.0,Restaurantes,7,8
1368281,3593800,5993,THE COCK N BULL WATERF,CAPE TOWN,S,2,126,1.0,Restaurantes,7,11
474557,1015075824,5812,CHURRASCARIA CHAMPGNE,CORNELIO PROC,S,2,177,5.0,Restaurantes,7,7
1318394,1017255552,5813,PAUMI CAFE,SAO BERNARDO,S,2,177,1.0,Restaurantes,7,7
56203,26646595,5814,AERO BAR,CURITIBA,N,3,177,91.0,Restaurantes,7,11
1269498,109353619,5812,PAG*OLLIGOURMET,SAOPAULO,N,3,177,1.0,Restaurantes,7,7
1714361,79001700000000,8999,CAFFE  PIZZA,75PARIS 09,S,2,173,1.0,Restaurantes,7,7
900909,1651859,5812,IL VOLTONE TRATTORIA B,NATAL,N,3,177,2.0,Restaurantes,7,7
1620195,8463298,7011,ALBERGO CA' S GIORGIO,VENEZIA,N,2,173,1.0,Restaurantes,7,11
354531,15049566,5462,DOCERIA HOLANDESA,SAO PAULO,N,3,177,8.0,Restaurantes,7,10
1620194,96434038,5944,PAG*ANDRESSAFREIRE,CURITIBA,N,3,177,1.0,Restaurantes,7,10
494152,101920711,4812,PAG*PONTODASCAPAS,MARINGA,S,2,177,5.0,Restaurantes,7,11
460468,4050865,5812,ABJQ RESTAURANTE LTDA,RECIFE,N,3,177,5.0,Restaurantes,7,7
571234,218418000000000,5814,FATTORIA DEL GELATO,ARMAÃ‡ÃƒO DOS B,N,3,177,4.0,Restaurantes,7,11
1269494,25291683,5499,FIBRA SUPLEMENTOS NUTR,CURITIBA,S,2,177,1.0,Restaurantes,7,10
1567453,22859624,5199,BARRACA DA CICERA,BARRA DE SAO,S,2,177,1.0,Restaurantes,7,11
1130152,8703891226,5814,CHILLI ROSE,EMBU DAS ARTE,S,1,177,1.0,Restaurantes,7,11
333387,74043056,5812,CANTINHO DO BETO,ITAPEMA,S,2,177,8.0,Restaurantes,7,11
1156164,1604805,5812,BACANAS LANCHES,RIO DE JANEIR,S,2,177,1.0,Restaurantes,7,8
900884,1054595833,5137,RITA COSTA CURTA BLAU,PINHAIS,S,2,177,2.0,Restaurantes,7,11
494184,1018223654,5814,RESTAURANTE DA NIDA,FLORIANOPOLIS,S,2,177,5.0,Restaurantes,7,7
858650,543220000000000,5812,WAHOO'S BISTRO & PATIO,ST GEORGES,N,2,146,2.0,Restaurantes,7,7
1728576,601102000000000,5812,PF CHANGS #9814,FT LAUDERDALE,N,4,146,1.0,Restaurantes,7,7
1277608,1028064516,5331,COMPRINHAS*COMPRINHAS,CURITIBA,N,4,177,1.0,Restaurantes,7,11
1620173,12049824,5947,MOSHI MOSHI JAPAN/SIAM SQ,BANGKOK,S,2,133,1.0,Restaurantes,7,11
460458,15572897,5812,REST LANCHONETE ADRARI,JAMAPARA,N,3,177,5.0,Restaurantes,7,7
977042,1037618022,5814,ALTAS HORAS LANCHES,CAMPO VERDE,N,2,177,2.0,Restaurantes,7,8
460462,108720971,5311,PAG*ALZEMIROAPARECIDO,CURITIBA,S,2,177,5.0,Restaurantes,7,11
1132266,9088455183,5441,LANCH SARTORI E SILVEI,CHAPECO,S,1,177,1.0,Restaurantes,7,11
